id_pesme,id_izvodjaca,zanr_pesme,id_slusaoca,trajanje_pesme,ocena_pesme,godina_izdavanja,jezik
192,229,10,1113,6,2,2009,2
478,59,8,460,6,6,2006,7
285,53,4,2533,3,4,2021,5
178,174,1,1206,4,4,2015,7
488,179,9,2876,5,10,2009,2
100,185,9,290,1,5,2001,5
167,32,3,1307,4,1,2016,6
481,166,3,2888,3,4,2001,2
242,185,5,730,5,2,2023,6
181,184,3,1336,2,9,2001,4
143,20,3,1491,3,4,2018,2
136,48,4,1112,1,3,2022,2
38,210,4,1020,1,7,2011,3
285,74,1,1500,3,10,2008,3
338,226,5,279,2,9,2001,2
80,261,6,53,1,4,2001,7
98,156,9,2837,4,7,2005,4
423,39,1,286,1,3,2014,3
212,238,2,373,4,4,2003,3
488,73,6,301,3,2,2016,4
169,154,8,2424,4,8,2008,7
376,178,4,309,3,9,2005,1
14,228,5,2677,1,4,2013,7
437,95,7,2922,6,3,2022,3
144,289,4,621,1,2,2018,1
62,67,9,2238,2,1,2003,4
371,278,1,1421,4,1,2003,5
441,295,1,1592,3,9,2009,1
450,50,7,1578,6,8,2019,6
28,70,6,1175,3,3,2001,5
22,123,8,1765,4,3,2009,5
412,81,2,2237,4,10,2021,3
239,47,3,2618,2,2,2016,1
381,235,6,924,4,3,2007,5
343,278,9,2961,6,7,2017,2
84,60,4,1742,3,9,2001,5
378,18,1,751,6,5,2002,6
118,119,7,2083,3,10,2017,5
221,229,8,1610,3,6,2020,1
11,34,7,1245,2,6,2016,1
220,100,10,2726,1,10,2000,3
402,273,2,1518,1,7,2013,2
481,53,7,2242,3,1,2013,7
153,141,5,191,2,10,2002,4
156,197,7,326,6,7,2022,4
13,151,7,1681,2,5,2016,1
180,123,10,1845,4,4,2022,7
42,294,10,2409,3,10,2001,4
125,107,3,1384,2,1,2020,2
155,257,6,2242,4,1,2012,3
258,122,6,450,1,1,2020,4
132,21,9,783,3,6,2010,7
180,257,1,546,5,2,2004,6
364,19,6,2948,4,2,2010,6
383,257,6,335,5,4,2012,4
434,115,1,1218,3,1,2006,2
402,88,5,2930,5,4,2022,3
193,27,3,2107,2,4,2014,1
157,43,6,2868,2,1,2000,7
470,147,5,616,5,2,2022,2
55,86,9,763,4,9,2005,4
446,292,10,2330,4,9,2023,2
246,199,3,1719,6,10,2004,2
138,49,5,302,5,4,2002,2
310,240,3,2386,2,8,2010,4
86,267,8,606,1,9,2021,7
408,63,5,423,4,7,2004,2
336,89,3,2443,5,5,2006,4
420,291,9,664,2,8,2005,5
256,160,3,1894,4,1,2001,7
89,89,5,2785,6,8,2020,5
454,270,5,1107,6,9,2006,1
191,41,2,2474,1,9,2011,3
205,292,6,1681,3,10,2005,7
21,237,2,2711,2,9,2016,6
266,190,2,1644,5,8,2019,2
268,250,1,428,6,2,2018,1
435,287,10,2410,4,10,2019,7
236,283,7,2708,1,10,2016,4
455,240,1,859,6,3,2009,5
67,218,1,2430,1,1,2007,2
6,1,3,2969,2,3,2001,6
195,123,3,672,5,6,2010,6
388,180,6,192,4,5,2004,1
211,29,8,1636,2,3,2002,1
10,90,2,95,1,3,2016,2
203,128,4,2594,4,4,2021,7
468,224,5,965,5,1,2019,2
320,167,5,851,5,6,2001,3
230,280,8,1164,1,7,2001,5
367,215,2,2547,2,2,2002,1
4,279,8,2616,5,8,2016,3
402,294,4,2669,3,7,2023,7
62,151,2,1401,2,6,2011,3
372,77,7,2906,3,4,2012,3
320,222,10,624,6,2,2008,1
257,128,7,1621,3,1,2016,4
83,53,8,120,2,6,2006,5
391,211,3,2118,3,7,2014,1
247,188,2,62,1,4,2021,2
466,53,8,2799,1,4,2003,1
408,144,5,1391,6,6,2004,1
352,75,1,589,4,7,2004,6
351,114,3,2207,2,4,2020,2
152,224,8,1497,5,3,2002,1
466,4,9,1251,6,5,2004,4
274,1,4,215,1,8,2002,4
92,152,9,94,5,10,2013,6
256,142,7,2784,4,9,2014,2
255,208,7,2876,6,5,2021,4
141,279,9,661,6,2,2019,7
440,289,4,345,3,4,2020,6
110,51,7,2109,6,9,2021,2
219,256,2,1931,4,5,2018,4
194,255,10,237,4,1,2012,2
122,64,8,855,2,1,2019,4
447,154,6,1594,3,10,2013,4
320,3,10,199,3,4,2019,1
173,254,1,240,4,3,2007,4
239,144,8,492,6,10,2016,4
406,256,1,2307,5,6,2016,1
407,2,2,1881,4,10,2012,3
181,281,8,1812,3,4,2019,6
24,70,1,114,4,9,2001,2
200,260,4,15,6,9,2021,2
282,246,6,1317,6,8,2001,1
201,26,2,424,5,9,2009,7
426,175,7,2041,1,4,2011,2
80,230,2,2523,1,5,2023,4
42,132,4,1033,4,8,2000,4
464,220,7,1486,2,10,2001,4
417,243,10,2827,4,6,2009,1
273,215,3,2216,3,3,2001,4
114,244,10,1563,3,7,2015,7
236,94,10,2977,5,8,2022,7
228,65,2,2652,1,9,2019,3
403,280,9,2261,5,9,2017,4
332,117,7,2324,4,1,2003,2
85,211,7,880,3,5,2002,6
196,129,4,2345,3,4,2004,1
368,75,10,1734,5,1,2013,2
313,175,1,1424,6,10,2018,1
373,68,10,662,2,1,2005,5
129,55,9,2000,6,3,2001,7
484,293,10,2345,3,9,2007,1
140,223,4,238,6,6,2004,6
323,274,4,1088,5,7,2002,6
25,286,9,2759,2,6,2003,6
448,168,7,2723,2,10,2013,7
199,28,1,2212,6,3,2007,3
469,145,10,2129,4,10,2017,5
72,11,10,1031,4,4,2000,5
343,282,5,1800,3,10,2019,3
76,107,2,1837,1,6,2021,4
205,61,2,2458,4,2,2016,7
206,145,4,2166,1,7,2013,4
462,175,9,1875,2,4,2016,6
39,295,3,1686,5,1,2001,3
169,216,3,165,4,4,2010,3
349,18,5,1914,3,5,2006,7
370,191,7,1282,4,6,2009,2
467,155,3,2165,4,9,2018,5
286,158,7,1385,5,5,2002,4
257,295,9,1655,6,4,2009,3
285,26,9,2598,5,2,2005,5
86,10,2,2002,6,2,2016,2
172,234,8,2608,4,3,2015,6
214,75,5,1597,6,2,2022,2
245,22,9,1785,4,8,2008,2
180,252,1,1509,3,1,2020,7
45,191,8,2642,6,3,2019,5
229,177,9,1141,3,3,2004,3
161,221,9,560,6,3,2007,1
16,63,4,2297,6,1,2004,2
282,243,7,780,4,5,2022,7
32,205,5,1712,1,9,2016,2
38,67,10,1968,1,2,2000,5
148,22,4,277,4,8,2001,5
242,174,7,2540,3,6,2020,7
500,83,7,2788,1,3,2002,6
475,224,3,338,1,10,2009,2
268,219,9,2916,3,9,2011,2
210,58,6,236,4,6,2017,2
263,208,8,744,5,9,2011,2
301,251,5,2340,2,5,2015,5
215,42,10,1598,2,5,2014,1
107,218,9,1606,4,10,2004,7
372,166,6,900,5,10,2010,1
178,125,6,2238,6,2,2009,1
298,29,5,2247,4,8,2023,3
6,153,5,1050,1,4,2023,2
288,282,6,613,3,10,2019,4
92,277,5,1531,3,1,2002,5
239,236,4,1121,3,5,2023,4
221,221,1,2915,5,6,2016,4
83,108,4,1646,1,8,2019,6
385,271,10,2733,6,1,2011,1
120,286,9,1476,1,9,2014,5
213,137,9,1938,6,6,2011,6
291,23,5,1517,6,8,2003,3
224,143,6,867,1,1,2017,2
157,161,7,1754,4,9,2021,7
68,279,6,2307,1,6,2022,1
383,85,2,776,2,9,2003,2
357,127,4,2125,4,2,2021,6
415,110,2,94,5,10,2022,3
130,48,5,1272,6,4,2012,7
91,222,6,618,5,9,2022,1
305,73,5,881,6,1,2015,4
114,50,10,578,6,2,2014,3
262,213,7,2024,6,2,2016,7
479,161,9,1303,6,7,2018,2
181,167,2,1705,4,6,2016,4
57,111,8,2520,5,1,2015,5
254,63,5,2197,2,1,2006,4
264,146,6,2488,6,1,2021,7
111,46,8,2284,4,7,2022,2
251,168,3,2717,5,2,2001,3
388,89,9,1764,3,4,2017,5
140,69,5,858,1,1,2010,2
144,231,5,39,6,5,2016,5
254,166,8,758,3,4,2017,5
248,180,4,737,3,7,2005,5
440,86,3,1334,6,10,2002,3
319,81,4,1111,1,10,2016,6
255,89,1,2872,3,9,2006,1
358,61,2,424,3,2,2021,6
219,279,5,921,5,6,2002,5
95,246,9,1099,4,3,2014,3
238,39,1,526,6,10,2018,7
158,210,10,62,5,3,2004,4
9,225,4,1904,3,2,2015,3
90,235,2,2969,6,8,2000,1
260,231,1,2925,4,8,2012,2
95,231,9,2693,6,8,2023,4
353,70,10,1235,5,2,2011,6
357,164,3,1729,3,7,2013,6
16,1,9,1091,6,4,2000,7
188,39,5,2344,2,8,2015,1
240,95,2,607,4,8,2019,4
289,12,3,1255,1,8,2022,3
399,222,3,903,3,4,2006,1
208,287,2,2414,4,2,2018,3
285,42,10,2471,2,8,2015,1
166,90,5,35,3,6,2008,4
480,55,1,1404,2,9,2011,5
322,12,1,1087,4,9,2021,3
319,15,8,718,3,4,2022,1
228,220,5,495,1,5,2023,3
416,293,4,919,4,5,2011,7
476,234,6,469,5,9,2022,3
229,46,9,1321,6,2,2006,1
28,10,1,2409,2,1,2007,2
453,290,9,482,1,5,2017,3
58,258,10,1468,6,5,2015,1
95,211,10,2926,4,3,2007,5
102,161,2,1575,4,2,2016,5
266,207,4,2863,3,9,2013,2
16,105,5,86,6,3,2015,5
49,294,1,646,4,2,2008,7
46,162,10,1339,4,3,2005,1
42,156,8,1004,6,5,2021,3
216,197,9,2962,6,2,2019,1
127,276,5,2798,1,2,2018,7
191,216,9,62,5,5,2007,5
340,172,6,328,5,3,2019,6
390,290,4,2328,2,5,2003,6
452,100,8,1150,5,9,2000,2
448,297,8,2247,5,9,2003,4
162,210,7,2002,3,9,2003,6
150,245,2,1178,5,3,2007,6
215,143,3,1377,3,2,2000,4
338,166,10,1855,1,4,2004,5
472,152,7,195,1,7,2019,2
45,124,2,1188,6,2,2004,4
392,104,1,2914,6,2,2005,7
189,129,8,2480,2,10,2018,6
161,230,4,342,6,4,2018,6
406,299,7,2624,6,6,2009,2
202,97,3,2874,5,3,2023,5
475,3,2,93,3,2,2012,4
496,203,3,708,1,2,2005,7
192,119,5,1360,3,2,2011,5
373,7,5,274,3,8,2008,2
30,251,5,2494,4,7,2004,7
329,11,9,1262,5,2,2020,6
303,184,10,124,2,9,2015,1
306,77,10,2555,3,6,2009,6
175,95,3,409,5,4,2022,6
371,62,10,660,5,2,2008,7
203,156,6,2471,3,1,2013,7
325,42,10,2273,1,4,2014,2
17,131,3,1006,3,8,2014,4
463,37,6,2183,6,4,2005,4
335,248,9,1551,6,10,2003,4
348,229,8,1252,3,6,2021,2
471,192,1,993,6,2,2002,5
294,287,5,634,3,7,2006,6
114,238,4,775,6,1,2001,1
274,154,10,2700,6,2,2013,3
3,8,7,1548,1,8,2007,5
456,134,10,1997,1,7,2002,6
46,77,3,2633,4,3,2021,7
147,39,9,737,1,6,2009,7
37,38,6,289,4,8,2001,4
55,90,10,2096,6,6,2004,3
424,16,3,2414,4,7,2000,2
10,181,6,1768,6,3,2000,4
433,142,7,2944,4,8,2009,5
427,221,4,252,1,4,2002,4
320,151,3,2438,6,8,2020,6
411,192,3,568,5,3,2015,6
175,3,9,590,3,4,2009,7
255,46,4,2338,5,6,2015,6
346,133,7,2212,3,5,2009,5
24,232,4,1148,1,3,2017,3
415,11,7,2591,5,9,2007,1
89,195,10,827,2,4,2004,6
308,93,10,732,1,5,2017,5
40,26,6,1380,1,6,2003,1
45,70,4,160,4,10,2023,3
430,14,7,2593,5,6,2022,7
169,300,3,481,5,2,2018,3
105,89,4,2937,1,8,2005,5
392,273,3,1306,3,3,2020,5
277,53,10,1060,3,7,2019,1
18,241,4,216,6,2,2017,4
115,254,7,402,4,3,2001,7
60,153,1,175,2,6,2014,6
37,36,10,1200,3,2,2012,6
226,73,2,814,3,9,2011,6
82,176,5,242,5,7,2011,5
331,280,7,2871,2,1,2011,3
264,91,8,2623,1,8,2022,4
341,54,7,2375,6,5,2009,3
28,128,4,2740,4,8,2023,2
128,34,3,10,2,8,2012,7
398,225,2,1005,4,8,2010,5
166,38,5,2455,2,7,2000,2
218,11,10,830,1,2,2014,2
480,60,6,1008,2,4,2020,6
47,117,9,953,3,2,2005,7
346,178,4,1345,5,1,2019,3
177,217,3,1583,1,7,2007,5
92,185,2,594,4,9,2013,4
335,116,2,712,6,7,2009,1
140,83,6,1051,5,7,2015,5
234,69,2,2571,1,5,2002,3
376,36,2,474,3,5,2013,7
92,270,10,1008,1,4,2007,4
371,172,3,2922,2,9,2000,1
440,150,2,2560,2,4,2006,2
491,87,1,469,4,5,2005,3
381,261,9,652,5,3,2005,5
332,10,1,2662,1,6,2016,5
116,176,5,658,3,6,2007,7
100,54,9,1416,5,3,2004,2
175,43,10,869,6,6,2001,7
166,104,4,1847,4,3,2000,7
325,4,6,2620,1,5,2014,5
72,34,7,147,6,5,2014,6
292,147,5,1453,5,5,2020,5
388,25,7,2220,2,3,2023,5
384,40,3,2094,1,10,2014,3
408,93,6,815,2,8,2021,3
71,2,10,973,6,9,2015,7
125,257,4,1522,1,8,2013,1
40,95,5,1456,3,3,2022,3
79,92,10,714,6,4,2013,3
216,278,2,2750,3,7,2012,2
2,242,1,2507,3,3,2023,5
396,193,1,1008,2,4,2021,7
78,282,3,1364,1,9,2019,4
381,287,6,1811,4,10,2003,1
405,289,1,1703,1,9,2013,1
336,48,1,906,2,3,2012,5
117,60,7,2910,5,6,2005,7
223,63,7,2764,1,6,2007,6
243,254,2,414,1,9,2020,6
367,259,9,2055,1,5,2022,1
305,156,4,2031,1,10,2023,7
396,146,5,2870,2,9,2000,1
413,11,2,1066,3,9,2017,7
476,100,4,315,6,8,2009,7
54,206,3,2155,2,3,2001,5
188,107,3,2631,3,8,2016,5
221,6,7,2674,1,5,2010,7
430,81,2,2909,4,3,2008,5
385,284,10,2312,2,1,2009,5
132,28,4,2554,3,6,2006,5
397,167,8,280,5,7,2008,3
68,20,6,1974,1,7,2022,4
486,229,6,1961,2,6,2008,3
91,167,9,2229,5,6,2005,2
248,236,10,1877,4,7,2023,2
255,238,2,2784,6,9,2005,4
436,179,5,462,4,4,2014,6
111,178,10,2720,4,10,2000,4
17,117,8,1543,6,6,2010,4
389,10,4,722,2,8,2013,5
293,262,2,2660,5,4,2021,4
393,172,1,452,1,2,2012,4
211,283,6,159,2,10,2003,7
457,46,2,2866,3,4,2015,3
92,284,9,1318,6,9,2004,6
241,87,4,857,6,9,2015,1
404,188,1,321,4,6,2003,1
168,234,1,2174,4,4,2003,4
253,270,5,526,3,6,2009,4
208,113,1,187,3,3,2020,4
159,269,5,1027,6,1,2020,2
42,82,8,1336,2,8,2013,3
369,109,3,2422,4,4,2008,1
183,206,10,1929,4,5,2013,4
317,139,6,2350,6,2,2023,5
392,84,9,962,2,3,2013,7
243,277,5,266,3,5,2016,3
51,62,3,2332,1,7,2010,2
217,251,4,155,1,8,2004,3
211,285,3,2923,3,4,2012,4
142,268,9,1519,4,4,2020,5
27,59,2,1826,6,4,2017,3
356,189,9,1334,5,8,2005,2
50,135,2,1626,5,9,2009,3
465,122,6,1920,1,3,2004,1
132,65,1,694,3,10,2018,1
227,57,7,1994,3,5,2016,6
381,241,3,879,1,2,2019,6
109,20,4,2603,1,2,2018,3
328,34,6,2625,4,2,2010,1
92,232,1,2283,5,9,2009,5
150,167,3,1674,1,6,2003,2
10,20,9,1029,4,10,2003,2
267,161,8,1271,3,7,2010,2
409,185,9,271,1,1,2005,2
366,162,7,1961,6,6,2013,5
476,292,8,2550,5,2,2010,3
281,134,6,2856,4,6,2021,7
169,146,2,2218,4,1,2020,4
135,191,2,787,6,10,2007,4
248,33,7,2508,1,10,2006,5
26,201,8,1569,5,7,2010,3
65,49,10,2735,3,3,2014,6
207,258,9,2276,4,5,2002,2
500,269,1,1174,6,9,2022,1
315,294,7,2894,3,2,2009,2
53,69,3,1740,1,8,2014,7
329,42,1,442,6,5,2004,6
55,243,7,2158,4,9,2001,4
144,206,6,2199,6,6,2001,3
143,25,8,727,1,5,2008,2
293,122,8,945,1,1,2002,1
37,246,7,1873,5,7,2000,7
262,62,7,551,4,7,2005,3
201,6,7,2072,2,8,2004,2
465,102,1,1113,2,8,2000,7
321,281,8,1915,6,1,2000,7
114,78,8,1926,4,4,2020,3
424,157,8,2586,4,3,2018,5
6,165,10,2832,1,6,2001,1
199,61,8,2233,2,10,2023,1
205,21,7,261,3,7,2023,1
171,294,6,1309,2,4,2006,1
2,45,3,1303,3,9,2021,2
372,136,6,773,4,4,2001,5
434,261,2,2676,5,6,2001,2
14,256,4,230,2,3,2004,1
17,98,5,1289,4,3,2015,6
80,48,5,1985,5,3,2010,3
401,147,9,1072,1,6,2000,5
474,41,3,677,3,1,2019,2
431,17,1,1851,5,10,2008,4
426,70,3,2026,3,5,2023,4
77,157,10,1459,2,3,2007,5
15,140,9,1714,3,5,2012,3
457,59,1,2994,1,10,2016,7
430,281,2,197,1,4,2010,6
147,43,1,1974,6,10,2018,6
36,191,10,2070,5,9,2010,4
208,299,6,88,3,10,2006,4
19,62,9,410,1,7,2012,6
397,293,2,1502,5,9,2016,3
131,274,4,292,1,3,2013,3
434,263,4,2080,5,1,2002,3
472,36,5,1722,4,2,2021,4
332,224,9,2084,5,6,2009,2
54,27,8,1446,1,4,2005,7
186,183,3,2432,5,3,2017,7
311,120,6,1928,6,1,2020,5
154,279,6,1437,6,6,2023,4
164,264,7,288,1,8,2017,3
497,22,3,2198,1,4,2006,6
160,213,9,886,5,1,2007,1
4,282,9,579,2,8,2008,6
415,162,5,2052,1,3,2017,7
321,84,4,1853,6,8,2023,2
126,292,4,1090,3,10,2019,6
440,288,1,1031,1,7,2002,3
332,122,6,2962,3,6,2015,3
433,126,1,2538,5,10,2012,3
474,132,6,913,1,7,2022,1
216,230,1,2870,2,3,2014,6
104,239,10,569,3,3,2017,6
43,240,10,2885,4,1,2013,1
76,296,9,1771,6,2,2005,5
281,34,8,1426,2,2,2022,1
309,139,3,4,2,7,2005,2
51,111,6,1812,2,1,2021,3
17,39,6,1893,6,2,2008,2
418,155,1,2202,2,5,2008,4
399,199,3,637,4,1,2001,1
157,192,3,228,1,2,2016,2
220,241,9,521,3,9,2001,6
344,162,2,212,1,9,2009,4
30,156,2,1104,1,6,2022,6
313,18,10,2425,2,6,2007,4
47,111,3,992,3,5,2002,6
256,32,6,1419,3,4,2004,1
161,208,8,1852,5,2,2000,2
473,95,4,1652,6,6,2022,5
200,118,3,123,5,7,2004,2
178,21,3,793,2,4,2002,1
209,291,7,1434,5,3,2017,2
352,50,5,2312,2,2,2005,6
407,87,9,987,5,5,2008,1
349,300,10,2039,1,9,2010,6
278,46,7,548,5,6,2021,5
271,121,7,1458,3,5,2012,3
38,13,9,2841,1,4,2001,1
38,39,3,160,1,7,2000,3
396,276,2,1041,5,5,2019,4
497,243,7,340,4,5,2007,4
9,62,6,1769,5,5,2018,3
35,259,3,831,3,4,2018,2
476,254,10,2693,6,9,2002,4
294,108,6,1011,4,1,2012,6
344,149,2,1918,1,4,2012,3
339,30,1,2662,2,6,2023,5
40,10,7,2862,1,8,2002,2
54,122,2,2974,5,7,2000,3
123,110,2,2163,3,6,2019,2
279,167,8,2939,3,9,2015,5
17,68,10,258,5,10,2019,4
377,97,10,2739,5,8,2022,2
165,188,10,2799,3,4,2008,3
48,8,4,2760,5,4,2003,1
463,98,9,126,6,2,2007,7
317,58,10,394,1,9,2015,6
181,97,4,954,4,2,2013,6
422,239,7,2613,3,2,2017,2
193,135,8,910,2,10,2014,4
223,89,8,1365,6,2,2020,1
47,28,6,1802,6,5,2001,4
81,114,4,1316,1,4,2022,1
135,2,10,2783,2,1,2008,5
121,18,1,1490,4,7,2014,6
458,265,2,184,4,8,2000,6
431,281,6,2373,6,10,2015,4
465,262,7,2318,1,7,2006,3
213,275,6,1,1,8,2006,7
117,297,4,2748,5,5,2013,2
268,184,1,315,5,1,2014,5
370,68,5,2374,1,9,2008,4
423,138,1,1260,6,5,2007,3
77,93,1,19,6,3,2019,4
264,149,9,537,2,6,2009,2
322,53,3,100,1,7,2001,7
52,104,4,2163,3,8,2001,5
314,3,2,2585,2,3,2005,2
300,245,6,1564,2,3,2006,7
238,160,8,2067,2,9,2021,6
417,29,6,1469,2,2,2010,2
11,7,5,2965,2,5,2000,7
79,165,4,1890,1,10,2018,5
415,37,5,2522,1,4,2006,2
210,242,4,782,4,9,2021,5
176,229,8,905,4,6,2022,4
132,264,6,2464,1,8,2018,4
9,38,8,1647,6,6,2018,2
166,148,6,1396,6,2,2020,4
495,21,7,1488,2,7,2000,2
96,165,3,944,3,7,2001,6
342,132,2,1379,2,9,2020,1
13,116,8,373,4,7,2010,1
104,273,2,1526,3,5,2002,6
53,224,2,949,1,8,2010,3
204,249,9,2161,4,5,2011,3
150,68,4,2191,6,4,2020,4
105,205,7,1110,2,7,2004,7
5,125,9,566,6,9,2002,3
110,287,2,520,6,6,2006,4
415,287,4,2497,2,7,2017,7
307,156,3,6,1,2,2001,2
194,256,7,2404,4,7,2017,6
157,216,10,1901,4,6,2018,2
270,92,3,2244,4,6,2006,5
430,253,9,1166,6,7,2019,3
485,244,3,543,5,5,2009,1
214,272,4,325,3,1,2012,1
450,292,2,2089,3,1,2012,4
442,171,2,2616,6,5,2004,6
97,181,2,538,6,8,2019,7
85,21,2,1460,4,9,2022,3
88,1,10,1337,2,10,2000,7
47,236,9,377,4,4,2012,3
486,246,2,457,2,5,2013,3
317,174,7,966,4,5,2000,5
350,180,7,2242,5,4,2002,3
310,91,2,1278,5,9,2002,4
320,88,10,1445,5,2,2006,7
325,19,5,2729,6,3,2021,7
178,294,7,47,1,7,2020,6
470,152,3,2797,5,8,2005,4
12,159,4,1299,2,9,2005,1
131,99,8,465,3,5,2016,3
68,181,4,2136,2,4,2022,7
475,190,2,1396,4,8,2017,2
16,121,2,2183,1,6,2023,7
464,41,8,1929,1,10,2013,1
172,77,5,366,6,8,2015,1
211,163,2,1925,2,7,2016,1
139,32,6,688,6,3,2004,2
457,27,2,1935,3,6,2012,4
301,166,4,892,5,8,2019,5
238,213,7,2152,1,7,2019,6
43,219,10,1086,5,7,2020,4
483,205,4,169,5,8,2022,1
296,196,1,586,1,1,2000,4
117,202,10,2208,3,5,2015,7
90,221,4,746,2,8,2013,6
434,104,2,289,6,8,2005,1
159,120,1,2145,3,6,2015,5
412,108,7,1875,1,10,2000,6
231,233,9,1711,3,8,2000,7
111,173,5,2421,3,5,2022,5
311,30,3,1373,2,1,2005,4
48,71,5,1957,1,1,2018,5
236,167,4,2709,2,4,2000,1
368,49,3,2770,5,6,2021,6
71,100,1,2303,6,2,2015,4
276,288,8,2482,6,4,2019,6
292,94,4,2943,3,1,2005,7
393,94,10,1260,3,7,2006,1
173,165,9,999,1,3,2000,2
442,158,6,1717,4,3,2019,7
428,144,2,338,5,6,2013,1
301,57,5,1938,5,1,2005,2
376,39,6,2542,2,2,2008,7
31,176,4,2557,1,1,2018,5
428,290,3,1685,5,9,2014,2
122,280,7,1623,1,9,2011,6
477,181,10,334,1,6,2009,3
495,126,1,1095,2,10,2014,4
157,213,8,1087,4,3,2001,3
28,251,1,2922,6,1,2010,2
406,47,5,1020,3,4,2022,4
129,27,5,1199,3,5,2014,3
62,62,5,739,2,6,2017,4
301,124,3,950,4,8,2002,1
377,233,5,2240,4,3,2004,3
308,271,2,784,5,4,2017,3
275,221,4,2499,1,7,2012,7
191,242,4,1138,4,2,2015,6
239,242,9,1125,5,4,2009,5
464,161,2,2019,5,2,2022,4
257,29,2,2835,1,6,2013,7
449,68,9,1326,5,4,2000,2
4,191,10,922,1,1,2015,4
381,279,3,905,3,8,2001,7
197,272,10,620,6,6,2004,2
365,14,3,1447,5,4,2007,4
242,196,5,966,6,3,2015,5
482,108,9,1460,5,6,2010,1
207,268,4,2510,6,3,2021,2
455,43,5,703,6,1,2005,2
414,76,10,2410,1,4,2021,5
2,73,2,1132,1,4,2002,3
142,114,3,2002,5,2,2000,4
122,282,6,1133,5,2,2014,1
413,285,2,1993,6,3,2010,2
242,237,5,890,4,7,2011,6
226,167,10,850,5,5,2005,4
281,266,5,2775,5,8,2000,6
123,102,6,308,6,5,2017,2
11,48,7,2684,6,6,2002,6
45,264,2,136,3,10,2000,6
153,222,9,1166,3,6,2023,2
8,261,2,1802,1,8,2013,7
185,79,2,2056,2,8,2006,7
248,40,10,2662,1,6,2008,5
312,211,4,2255,3,2,2011,6
5,176,4,7,2,5,2016,1
63,180,3,1455,1,9,2020,3
32,130,8,1555,1,2,2020,6
49,246,3,1016,6,4,2009,1
91,51,3,1384,3,9,2010,1
42,267,4,2670,3,3,2007,4
394,297,4,1611,6,6,2012,7
472,6,2,1315,5,4,2018,2
485,293,4,655,2,1,2021,4
431,71,1,2796,6,6,2005,5
226,139,6,2180,6,9,2003,3
66,43,7,1500,3,8,2006,3
417,84,3,60,4,9,2006,4
265,212,9,1780,2,7,2019,6
133,152,5,1238,3,9,2013,7
188,116,10,886,4,7,2014,3
470,94,7,2848,6,7,2012,6
157,249,7,2335,2,6,2006,3
235,237,4,1295,4,9,2015,7
389,82,3,83,6,3,2006,5
476,135,3,1074,3,9,2012,7
18,74,8,488,6,4,2008,5
163,122,2,1941,4,5,2013,3
218,179,8,1828,6,10,2012,6
357,77,1,1608,3,8,2011,5
25,255,5,2020,4,7,2003,4
396,227,5,1965,2,9,2006,3
403,52,3,1439,4,10,2004,6
290,274,2,2331,2,4,2009,2
157,229,7,2819,5,3,2020,4
86,262,2,1664,4,5,2012,3
242,198,7,1269,4,7,2012,4
399,297,3,1660,6,5,2000,1
239,233,4,1764,5,10,2023,6
323,193,3,2296,2,2,2004,6
72,170,5,2912,3,10,2004,2
135,257,2,2165,1,5,2004,3
119,219,4,2502,6,6,2013,7
335,118,6,2793,4,3,2004,2
90,4,2,996,4,3,2000,3
467,182,8,320,2,10,2015,4
53,29,2,576,3,3,2018,7
160,295,6,424,3,1,2017,1
120,109,6,2864,5,1,2023,7
2,183,2,249,4,9,2013,5
297,171,10,1000,3,7,2001,6
373,208,9,2666,1,2,2000,3
264,293,1,1403,4,10,2001,4
451,243,10,441,5,6,2019,4
29,135,5,1346,4,5,2022,4
392,41,2,520,6,10,2010,1
135,239,10,520,6,9,2010,2
177,272,4,1238,4,6,2003,6
265,14,2,2070,6,9,2000,1
423,220,7,1378,6,5,2022,5
96,11,8,8,5,5,2004,4
400,179,10,2849,6,1,2008,2
484,42,4,2772,1,2,2004,4
5,20,7,2213,5,3,2017,5
146,186,8,384,2,6,2011,5
123,269,4,326,4,5,2001,6
27,300,5,2860,4,3,2018,4
495,215,6,621,4,1,2009,6
7,274,1,130,4,5,2019,5
483,208,2,794,5,8,2014,7
43,160,2,750,5,10,2002,2
490,8,10,2126,4,5,2020,2
499,160,1,99,3,1,2020,3
435,113,4,2175,6,1,2019,6
271,215,10,2256,3,2,2011,2
2,104,6,1396,4,6,2010,1
22,289,8,536,3,1,2007,1
140,299,1,910,6,10,2006,7
313,219,10,2089,4,7,2008,1
119,191,9,2136,6,6,2019,2
69,30,7,1080,1,6,2000,3
123,152,9,543,3,4,2008,1
308,119,10,1238,3,8,2013,3
493,252,10,1580,6,2,2002,7
265,258,9,2146,1,1,2021,5
192,49,4,784,6,1,2000,3
335,169,7,766,3,1,2002,6
474,138,3,1957,2,1,2023,1
481,183,4,1012,2,7,2005,7
333,83,9,483,2,8,2006,7
261,274,7,1451,3,3,2021,7
177,225,10,610,3,7,2017,2
188,147,10,425,4,6,2023,2
24,278,3,223,5,9,2014,7
297,214,1,2689,2,5,2005,6
394,194,8,2727,1,5,2012,6
291,91,1,598,6,9,2015,1
156,78,5,2586,2,9,2000,4
86,166,1,315,1,4,2011,3
302,76,7,1306,5,2,2000,4
270,177,5,1088,4,2,2008,7
355,291,6,1952,1,8,2003,2
